E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1000.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1001.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1002.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1003.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1004.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1005.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1006.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1007.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1008.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1009.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1010.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1011.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1012.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1013.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1014.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1015.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1016.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1017.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1018.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1019.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1020.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1021.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1022.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\1023.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\964.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TestingDataSetScale\DAMAGE\965.jpg 0
