E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\1.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\10.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\100.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\101.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\102.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\103.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\104.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\105.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\106.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\107.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\108.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\109.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\11.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\110.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\111.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\112.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\113.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\114.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\115.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\116.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\117.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\118.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\119.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\12.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\120.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\121.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\122.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\123.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\124.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\125.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\126.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\127.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\128.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\129.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\13.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\130.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\131.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\132.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\133.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\134.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\135.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\136.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\137.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\138.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\139.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\14.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\140.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\141.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\142.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\143.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\144.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\145.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\146.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\147.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\148.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\149.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\15.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\150.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\151.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\152.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\153.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\154.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\155.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\156.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\157.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\158.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\159.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\16.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\160.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\161.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\162.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\163.jpg 0
E:\MyData\Project\DetectsBrokenObjects\Dataset\TrainingDataSetScale\DAMAGE\164.jpg 0
